	bxt_gmo	bxt_gmo__nrlmf	bxt_gmosa	bxt_gmosa__nrlmf	bxt_gso	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	0.5593039772727273	0.011340725806451613	0.07102448118158279	0.011340725806451613	0.27439024390243905	0.011340725806451613	0.02068014705882353	0.011340725806451613	0.2197265625
bxt_gmo__nrlmf	0.5593039772727273	1.0	0.011340725806451613	0.011340725806451613	0.011340725806451613	0.02068014705882353	0.011340725806451613	0.011340725806451613	0.011340725806451613	0.011340725806451613
bxt_gmosa	0.011340725806451613	0.011340725806451613	1.0	0.011340725806451613	0.02068014705882353	0.011340725806451613	0.2813767397598435	0.011340725806451613	0.011340725806451613	0.011340725806451613
bxt_gmosa__nrlmf	0.07102448118158279	0.011340725806451613	0.011340725806451613	1.0	0.011340725806451613	0.16268547831179586	0.011340725806451613	0.3270348837209302	0.011340725806451613	0.12952302631578946
bxt_gso	0.011340725806451613	0.011340725806451613	0.02068014705882353	0.011340725806451613	1.0	0.011340725806451613	0.011340725806451613	0.011340725806451613	0.011340725806451613	0.011340725806451613
bxt_gso__nrlmf	0.27439024390243905	0.02068014705882353	0.011340725806451613	0.16268547831179586	0.011340725806451613	1.0	0.011340725806451613	0.011340725806451613	0.011340725806451613	0.640625
bxt_lmo	0.011340725806451613	0.011340725806451613	0.2813767397598435	0.011340725806451613	0.011340725806451613	0.011340725806451613	1.0	0.011340725806451613	0.048828125	0.011340725806451613
bxt_lmo__nrlmf	0.02068014705882353	0.011340725806451613	0.011340725806451613	0.3270348837209302	0.011340725806451613	0.011340725806451613	0.011340725806451613	1.0	0.011340725806451613	0.02223036076230804
bxt_lso	0.011340725806451613	0.011340725806451613	0.011340725806451613	0.011340725806451613	0.011340725806451613	0.011340725806451613	0.048828125	0.011340725806451613	1.0	0.011340725806451613
bxt_lso__nrlmf	0.2197265625	0.011340725806451613	0.011340725806451613	0.12952302631578946	0.011340725806451613	0.640625	0.011340725806451613	0.02223036076230804	0.011340725806451613	1.0
